"dbn","school_name","year","total_enrollment","grade_pk_half_day_full_day","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female_1","female_2","male_1","male_2","asian_1","asian_2","black_1","black_2","hispanic_1","hispanic_2","multiple_race_categories_not_represented_1","multiple_race_categories_not_represented_2","white_1","white_2","students_with_disabilities_1","students_with_disabilities_2","english_language_learners_1","english_language_learners_2","poverty_1","poverty_2","economic_need_index"
"02M077","P.S. 77 Lower Lab School","2016-17","359","0","50","64","64","63","60","58","0","0","0","0","0","0","0","179","49.9","180","50.1","108","30.1","1","0.3","17","4.7","38","10.6","195","54.3","41","11.4","1","0.3","15","4.2","7.8%"
"02M077","P.S. 77 Lower Lab School","2017-18","358","0","50","60","64","64","63","57","0","0","0","0","0","0","0","174","48.6","184","51.4","112","31.3","1","0.3","22","6.1","42","11.7","181","50.6","34","9.5","0","0.0","20","5.6","9.4%"
"02M089","P.S. 89","2013-14","472","36","115","67","71","63","43","77","0","0","0","0","0","0","0","218","46.2","254","53.8","65","13.8","7","1.5","72","15.3","31","6.6","297","62.9","85","18.0","15","3.2","19","4.0","No Data"
"02M089","P.S. 89","2014-15","442","36","86","98","64","66","52","40","0","0","0","0","0","0","0","213","48.2","229","51.8","64","14.5","10","2.3","66","14.9","28","6.3","274","62.0","70","15.8","19","4.3","17","3.8","5.7%"
"02M089","P.S. 89","2015-16","425","36","70","69","86","52","62","50","0","0","0","0","0","0","0","195","45.9","230","54.1","70","16.5","8","1.9","61","14.4","22","5.2","264","62.1","70","16.5","19","4.5","15","3.5","5.2%"
"02M089","P.S. 89","2016-17","412","36","75","55","65","76","48","57","0","0","0","0","0","0","0","199","48.3","213","51.7","67","16.3","9","2.2","66","16.0","19","4.6","251","60.9","72","17.5","16","3.9","12","2.9","5.3%"
"02M089","P.S. 89","2017-18","433","36","97","64","53","62","76","45","0","0","0","0","0","0","0","212","49.0","221","51.0","75","17.3","7","1.6","62","14.3","34","7.9","255","58.9","59","13.6","20","4.6","85","19.6","6.9%"
"02M104","J.H.S. 104 Simon Baruch","2013-14","1034","0","0","0","0","0","0","0","323","330","381","0","0","0","0","487","47.1","547","52.9","520","50.3","102","9.9","197","19.1","14","1.4","201","19.4","184","17.8","72","7.0","689","66.6","No Data"
"02M104","J.H.S. 104 Simon Baruch","2014-15","1073","0","0","0","0","0","0","0","391","342","340","0","0","0","0","517","48.2","556","51.8","479","44.6","95","8.9","216","20.1","21","2.0","262","24.4","183","17.1","69","6.4","667","62.2","49.8%"
"02M104","J.H.S. 104 Simon Baruch","2015-16","1113","0","0","0","0","0","0","0","366","401","346","0","0","0","0","489","43.9","624","56.1","441","39.6","90","8.1","235","21.1","35","3.1","312","28.0","199","17.9","52","4.7","621","55.8","43.3%"
"02M104","J.H.S. 104 Simon Baruch","2016-17","1145","0","0","0","0","0","0","0","373","369","403","0","0","0","0","514","44.9","631","55.1","412","36.0","86","7.5","215","18.8","44","3.8","388","33.9","201","17.6","53","4.6","529","46.2","35.9%"
"02M104","J.H.S. 104 Simon Baruch","2017-18","1134","0","0","0","0","0","0","0","368","378","388","0","0","0","0","529","46.6","605","53.4","382","33.7","85","7.5","215","19.0","59","5.2","393","34.7","193","17.0","47","4.1","497","43.8","41.8%"
"02M111","P.S. 111 Adolph S. Ochs","2013-14","533","36","56","42","56","53","49","49","59","66","67","0","0","0","0","268","50.3","265","49.7","65","12.2","87","16.3","307","57.6","9","1.7","65","12.2","153","28.7","83","15.6","337","63.2","No Data"
"02M111","P.S. 111 Adolph S. Ochs","2014-15","465","45","58","51","45","52","48","48","0","54","64","0","0","0","0","236","50.8","229","49.2","69","14.8","76","16.3","257","55.3","10","2.2","53","11.4","137","29.5","54","11.6","282","60.6","62.4%"
"02M111","P.S. 111 Adolph S. Ochs","2015-16","393","37","59","51","43","48","52","51","0","0","52","0","0","0","0","192","48.9","201","51.1","71","18.1","63","16.0","195","49.6","14","3.6","50","12.7","117","29.8","48","12.2","197","50.1","52.5%"
"02M111","P.S. 111 Adolph S. Ochs","2016-17","334","43","42","57","48","45","47","52","0","0","0","0","0","0","0","158","47.3","176","52.7","57","17.1","47","14.1","157","47.0","11","3.3","62","18.6","84","25.1","51","15.3","173","51.8","52.7%"
"02M111","P.S. 111 Adolph S. Ochs","2017-18","395","46","58","48","76","51","58","58","0","0","0","0","0","0","0","177","44.8","218","55.2","66","16.7","59","14.9","188","47.6","15","3.8","67","17.0","80","20.3","49","12.4","238","60.3","61.7%"
"02M114","East Side Middle School","2013-14","443","0","0","0","0","0","0","0","156","144","143","0","0","0","0","232","52.4","211","47.6","54","12.2","15","3.4","44","9.9","7","1.6","323","72.9","71","16.0","0","0.0","62","14.0","No Data"
"02M114","East Side Middle School","2014-15","449","0","0","0","0","0","0","0","151","152","146","0","0","0","0","231","51.4","218","48.6","66","14.7","14","3.1","46","10.2","18","4.0","305","67.9","73","16.3","0","0.0","51","11.4","10.7%"
"02M114","East Side Middle School","2015-16","441","0","0","0","0","0","0","0","149","142","150","0","0","0","0","230","52.2","211","47.8","66","15.0","13","2.9","40","9.1","32","7.3","290","65.8","64","14.5","0","0.0","41","9.3","8.8%"
"02M114","East Side Middle School","2016-17","443","0","0","0","0","0","0","0","151","147","145","0","0","0","0","231","52.1","212","47.9","62","14.0","14","3.2","40","9.0","38","8.6","289","65.2","70","15.8","0","0.0","31","7.0","7.9%"
"02M114","East Side Middle School","2017-18","450","0","0","0","0","0","0","0","148","150","152","0","0","0","0","247","54.9","203","45.1","55","12.2","16","3.6","40","8.9","35","7.8","304","67.6","71","15.8","0","0.0","49","10.9","10.8%"
"02M116","P.S. 116 Mary Lindley Murray","2013-14","724","0","109","128","134","115","105","133","0","0","0","0","0","0","0","368","50.8","356","49.2","138","19.1","63","8.7","159","22.0","51","7.0","313","43.2","112","15.5","66","9.1","270","37.3","No Data"
"02M116","P.S. 116 Mary Lindley Murray","2014-15","696","54","96","95","113","117","117","104","0","0","0","0","0","0","0","343","49.3","353","50.7","131","18.8","66","9.5","145","20.8","45","6.5","309","44.4","109","15.7","59","8.5","251","36.1","28.9%"
"02M116","P.S. 116 Mary Lindley Murray","2015-16","638","47","72","92","89","101","113","124","0","0","0","0","0","0","0","312","48.9","326","51.1","126","19.7","56","8.8","138","21.6","40","6.3","278","43.6","108","16.9","68","10.7","222","34.8","28.2%"
"02M116","P.S. 116 Mary Lindley Murray","2016-17","585","46","87","72","86","75","99","120","0","0","0","0","0","0","0","285","48.7","300","51.3","122","20.9","63","10.8","123","21.0","37","6.3","240","41.0","115","19.7","56","9.6","211","36.1","28.5%"
"02M116","P.S. 116 Mary Lindley Murray","2017-18","539","47","86","84","68","85","75","94","0","0","0","0","0","0","0","273","50.6","266","49.4","112","20.8","63","11.7","109","20.2","37","6.9","218","40.4","89","16.5","44","8.2","193","35.8","34.7%"
"02M124","P.S. 124 Yung Wing","2013-14","866","36","101","138","153","145","149","144","0","0","0","0","0","0","0","393","45.4","473","54.6","812","93.8","7","0.8","29","3.3","5","0.6","13","1.5","86","9.9","278","32.1","432","49.9","No Data"
"02M124","P.S. 124 Yung Wing","2014-15","864","72","120","104","136","146","142","144","0","0","0","0","0","0","0","389","45.0","475","55.0","815","94.3","5","0.6","26","3.0","3","0.3","15","1.7","82","9.5","281","32.5","402","46.5","55.4%"
"02M124","P.S. 124 Yung Wing","2015-16","810","71","117","118","99","131","141","133","0","0","0","0","0","0","0","373","46.0","437","54.0","767","94.7","3","0.4","22","2.7","6","0.7","12","1.5","83","10.2","238","29.4","368","45.4","54.1%"
"02M124","P.S. 124 Yung Wing","2016-17","785","71","121","114","108","100","137","134","0","0","0","0","0","0","0","382","48.7","403","51.3","741","94.4","2","0.3","16","2.0","14","1.8","12","1.5","90","11.5","239","30.4","336","42.8","53.0%"
"02M124","P.S. 124 Yung Wing","2017-18","724","56","100","118","113","103","95","139","0","0","0","0","0","0","0","355","49.0","369","51.0","683","94.3","0","0.0","15","2.1","14","1.9","12","1.7","92","12.7","221","30.5","394","54.4","64.4%"
"02M126","P.S. 126 Jacob August Riis","2013-14","841","50","76","74","77","54","73","73","123","122","119","0","0","0","0","421","50.1","420","49.9","472","56.1","82","9.8","195","23.2","8","1.0","84","10.0","140","16.6","158","18.8","664","79.0","No Data"
"02M126","P.S. 126 Jacob August Riis","2014-15","811","38","79","76","78","64","60","73","112","113","118","0","0","0","0","404","49.8","407","50.2","450","55.5","92","11.3","177","21.8","15","1.8","77","9.5","136","16.8","172","21.2","640","78.9","71.0%"
"02M126","P.S. 126 Jacob August Riis","2015-16","759","31","58","73","70","76","57","55","121","109","109","0","0","0","0","363","47.8","396","52.2","445","58.6","84","11.1","157","20.7","15","2.0","58","7.6","141","18.6","130","17.1","608","80.1","70.9%"
"02M126","P.S. 126 Jacob August Riis","2016-17","791","45","58","61","72","70","83","58","118","116","110","0","0","0","0","370","46.8","421","53.2","471","59.5","78","9.9","159","20.1","21","2.7","62","7.8","145","18.3","140","17.7","630","79.6","69.2%"
"02M126","P.S. 126 Jacob August Riis","2017-18","784","29","72","59","59","72","67","81","121","111","113","0","0","0","0","361","46.0","423","54.0","487","62.1","73","9.3","141","18.0","21","2.7","62","7.9","143","18.2","131","16.7","624","79.6","77.6%"
"02M130","P.S. 130 Hernando De Soto","2013-14","999","29","166","181","166","142","146","169","0","0","0","0","0","0","0","470","47.0","529","53.0","870","87.1","9","0.9","47","4.7","26","2.6","47","4.7","128","12.8","150","15.0","525","52.6","No Data"
"02M130","P.S. 130 Hernando De Soto","2014-15","999","18","163","181","175","177","141","144","0","0","0","0","0","0","0","479","47.9","520","52.1","874","87.5","10","1.0","44","4.4","26","2.6","45","4.5","128","12.8","170","17.0","489","48.9","59.1%"
"02M130","P.S. 130 Hernando De Soto","2015-16","970","18","118","162","178","170","184","140","0","0","0","0","0","0","0","470","48.5","500","51.5","853","87.9","9","0.9","49","5.1","26","2.7","33","3.4","127","13.1","126","13.0","470","48.5","58.3%"
"02M130","P.S. 130 Hernando De Soto","2016-17","962","36","112","125","160","177","171","181","0","0","0","0","0","0","0","473","49.2","489","50.8","849","88.3","10","1.0","46","4.8","25","2.6","32","3.3","147","15.3","141","14.7","444","46.2","56.9%"
"02M130","P.S. 130 Hernando De Soto","2017-18","913","36","139","116","125","156","175","166","0","0","0","0","0","0","0","436","47.8","477","52.2","798","87.4","9","1.0","44","4.8","32","3.5","30","3.3","127","13.9","142","15.6","433","47.4","59.9%"
"02M131","M.S. 131","2013-14","445","0","0","0","0","0","0","0","115","140","190","0","0","0","0","209","47.0","236","53.0","334","75.1","44","9.9","65","14.6","1","0.2","1","0.2","101","22.7","200","44.9","431","96.9","No Data"
"02M131","M.S. 131","2014-15","406","0","0","0","0","0","0","0","135","123","148","0","0","0","0","191","47.0","215","53.0","325","80.0","33","8.1","47","11.6","0","0.0","1","0.2","110","27.1","170","41.9","387","95.3","81.8%"
"02M131","M.S. 131","2015-16","420","0","0","0","0","0","0","0","111","166","143","0","0","0","0","185","44.0","235","56.0","324","77.1","34","8.1","60","14.3","0","0.0","2","0.5","115","27.4","145","34.5","401","95.5","79.3%"
"02M131","M.S. 131","2016-17","457","0","0","0","0","0","0","0","162","125","170","0","0","0","0","193","42.2","264","57.8","382","83.6","26","5.7","43","9.4","3","0.7","3","0.7","110","24.1","156","34.1","428","93.7","77.6%"
"02M131","M.S. 131","2017-18","436","0","0","0","0","0","0","0","132","165","139","0","0","0","0","189","43.3","247","56.7","355","81.4","26","6.0","46","10.6","1","0.2","8","1.8","112","25.7","142","32.6","407","93.3","85.3%"
"02M135","The Urban Assembly School for Emergency Management","2013-14","116","0","0","0","0","0","0","0","0","0","0","116","0","0","0","75","64.7","41","35.3","5","4.3","26","22.4","80","69.0","2","1.7","3","2.6","20","17.2","8","6.9","90","77.6","No Data"
"02M135","The Urban Assembly School for Emergency Management","2014-15","193","0","0","0","0","0","0","0","0","0","0","100","93","0","0","110","57.0","83","43.0","11","5.7","54","28.0","121","62.7","2","1.0","5","2.6","38","19.7","14","7.3","156","80.8","71.1%"
"02M135","The Urban Assembly School for Emergency Management","2015-16","257","0","0","0","0","0","0","0","0","0","0","93","100","64","0","144","56.0","113","44.0","18","7.0","76","29.6","150","58.4","3","1.2","10","3.9","56","21.8","22","8.6","185","72.0","69.7%"
"02M135","The Urban Assembly School for Emergency Management","2016-17","315","0","0","0","0","0","0","0","0","0","0","93","87","61","74","170","54.0","145","46.0","18","5.7","84","26.7","193","61.3","5","1.6","15","4.8","60","19.0","21","6.7","207","65.7","71.1%"
"02M135","The Urban Assembly School for Emergency Management","2017-18","281","0","0","0","0","0","0","0","0","0","0","91","80","55","55","139","49.5","142","50.5","18","6.4","83","29.5","166","59.1","5","1.8","9","3.2","58","20.6","14","5.0","229","81.5","80.9%"
"02M139","Stephen T. Mather Building Arts & Craftsmanship Hi","2013-14","85","0","0","0","0","0","0","0","0","0","0","85","0","0","0","26","30.6","59","69.4","4","4.7","18","21.2","47","55.3","4","4.7","12","14.1","27","31.8","11","12.9","71","83.5","No Data"
"02M139","Stephen T. Mather Building Arts & Craftsmanship Hi","2014-15","193","0","0","0","0","0","0","0","0","0","0","115","78","0","0","50","25.9","143","74.1","7","3.6","47","24.4","119","61.7","3","1.6","17","8.8","57","29.5","15","7.8","164","85.0","71.6%"
"02M139","Stephen T. Mather Building Arts & Craftsmanship Hi","2015-16","282","0","0","0","0","0","0","0","0","0","0","109","104","69","0","84","29.8","198","70.2","8","2.8","75","26.6","177","62.8","5","1.8","17","6.0","83","29.4","19","6.7","217","77.0","69.5%"
"02M139","Stephen T. Mather Building Arts & Craftsmanship Hi","2016-17","378","0","0","0","0","0","0","0","0","0","0","120","100","94","64","116","30.7","262","69.3","10","2.6","99","26.2","235","62.2","6","1.6","28","7.4","103","27.2","26","6.9","313","82.8","69.4%"
"02M139","Stephen T. Mather Building Arts & Craftsmanship Hi","2017-18","394","0","0","0","0","0","0","0","0","0","0","112","111","85","86","127","32.2","267","67.8","8","2.0","102","25.9","260","66.0","5","1.3","19","4.8","97","24.6","26","6.6","330","83.8","81.1%"
"02M150","P.S. 150","2013-14","184","18","27","27","28","27","28","29","0","0","0","0","0","0","0","90","48.9","94","51.1","22","12.0","18","9.8","28","15.2","13","7.1","103","56.0","29","15.8","5","2.7","31","16.8","No Data"
"02M150","P.S. 150","2014-15","184","18","28","26","27","30","28","27","0","0","0","0","0","0","0","88","47.8","96","52.2","23","12.5","14","7.6","27","14.7","20","10.9","100","54.3","32","17.4","6","3.3","29","15.8","19.5%"
"02M150","P.S. 150","2015-16","184","18","28","25","27","29","29","28","0","0","0","0","0","0","0","87","47.3","97","52.7","29","15.8","10","5.4","25","13.6","19","10.3","101","54.9","28","15.2","4","2.2","26","14.1","17.2%"
"02M150","P.S. 150","2016-17","186","18","28","27","28","30","28","27","0","0","0","0","0","0","0","90","48.4","96","51.6","30","16.1","7","3.8","22","11.8","21","11.3","106","57.0","28","15.1","5","2.7","16","8.6","14.8%"
"02M150","P.S. 150","2017-18","187","18","29","30","28","30","25","27","0","0","0","0","0","0","0","88","47.1","99","52.9","39","20.9","2","1.1","20","10.7","17","9.1","109","58.3","22","11.8","5","2.7","22","11.8","13.7%"
"02M151","Yorkville Community School","2013-14","485","0","112","97","116","77","83","0","0","0","0","0","0","0","0","230","47.4","255","52.6","31","6.4","63","13.0","120","24.7","28","5.8","243","50.1","83","17.1","31","6.4","176","36.3","No Data"
"02M151","Yorkville Community School","2014-15","572","0","92","103","97","117","81","82","0","0","0","0","0","0","0","273","47.7","299","52.3","40","7.0","80","14.0","143","25.0","40","7.0","269","47.0","108","18.9","42","7.3","222","38.8","33.1%"
"02M151","Yorkville Community School","2015-16","548","0","74","91","95","90","117","81","0","0","0","0","0","0","0","263","48.0","285","52.0","36","6.6","77","14.1","148","27.0","31","5.7","256","46.7","113","20.6","35","6.4","223","40.7","33.9%"
"02M151","Yorkville Community School","2016-17","537","19","84","71","73","91","88","111","0","0","0","0","0","0","0","271","50.5","266","49.5","34","6.3","77","14.3","131","24.4","31","5.8","264","49.2","95","17.7","26","4.8","216","40.2","34.3%"
"02M151","Yorkville Community School","2017-18","515","40","67","84","76","72","94","82","0","0","0","0","0","0","0","251","48.7","264","51.3","35","6.8","78","15.1","116","22.5","31","6.0","255","49.5","87","16.9","20","3.9","217","42.1","38.8%"
"02M158","P.S. 158 Bayard Taylor","2013-14","747","36","124","137","112","123","105","110","0","0","0","0","0","0","0","369","49.4","378","50.6","78","10.4","30","4.0","77","10.3","27","3.6","535","71.6","162","21.7","26","3.5","99","13.3","No Data"
"02M158","P.S. 158 Bayard Taylor","2014-15","761","72","142","117","124","96","111","99","0","0","0","0","0","0","0","378","49.7","383","50.3","83","10.9","29","3.8","83","10.9","28","3.7","538","70.7","142","18.7","32","4.2","101","13.3","10.6%"
"02M158","P.S. 158 Bayard Taylor","2015-16","763","72","125","139","106","120","91","110","0","0","0","0","0","0","0","373","48.9","390","51.1","83","10.9","29","3.8","75","9.8","32","4.2","544","71.3","138","18.1","39","5.1","89","11.7","9.3%"
"02M158","P.S. 158 Bayard Taylor","2016-17","781","71","134","122","134","107","121","92","0","0","0","0","0","0","0","367","47.0","414","53.0","99","12.7","18","2.3","60","7.7","40","5.1","564","72.2","117","15.0","44","5.6","81","10.4","7.2%"
"02M158","P.S. 158 Bayard Taylor","2017-18","793","72","139","123","114","132","107","106","0","0","0","0","0","0","0","380","47.9","413","52.1","94","11.9","22","2.8","60","7.6","46","5.8","571","72.0","117","14.8","38","4.8","95","12.0","10.7%"
"02M167","J.H.S. 167 Robert F. Wagner","2013-14","1345","0","0","0","0","0","0","0","479","423","443","0","0","0","0","624","46.4","721","53.6","378","28.1","111","8.3","311","23.1","27","2.0","518","38.5","224","16.7","62","4.6","635","47.2","No Data"
"02M167","J.H.S. 167 Robert F. Wagner","2014-15","1364","0","0","0","0","0","0","0","453","483","428","0","0","0","0","637","46.7","727","53.3","375","27.5","132","9.7","298","21.8","36","2.6","523","38.3","251","18.4","61","4.5","643","47.1","34.8%"
"02M167","J.H.S. 167 Robert F. Wagner","2015-16","1343","0","0","0","0","0","0","0","435","423","485","0","0","0","0","634","47.2","709","52.8","372","27.7","112","8.3","251","18.7","46","3.4","562","41.8","251","18.7","52","3.9","593","44.2","31.2%"
"02M167","J.H.S. 167 Robert F. Wagner","2016-17","1357","0","0","0","0","0","0","0","487","434","436","0","0","0","0","645","47.5","712","52.5","316","23.3","110","8.1","235","17.3","58","4.3","638","47.0","215","15.8","51","3.8","456","33.6","26.7%"
"02M167","J.H.S. 167 Robert F. Wagner","2017-18","1336","0","0","0","0","0","0","0","450","457","429","0","0","0","0","632","47.3","704","52.7","280","21.0","80","6.0","213","15.9","67","5.0","696","52.1","216","16.2","42","3.1","409","30.6","29.2%"
"02M177","Yorkville East Middle School","2014-15","56","0","0","0","0","0","0","0","56","0","0","0","0","0","0","25","44.6","31","55.4","7","12.5","5","8.9","16","28.6","4","7.1","24","42.9","16","28.6","2","3.6","20","35.7","26.0%"
"02M177","Yorkville East Middle School","2015-16","142","0","0","0","0","0","0","0","84","58","0","0","0","0","0","64","45.1","78","54.9","16","11.3","15","10.6","42","29.6","9","6.3","60","42.3","42","29.6","2","1.4","53","37.3","24.7%"
"02M177","Yorkville East Middle School","2016-17","213","0","0","0","0","0","0","0","79","84","50","0","0","0","0","103","48.4","110","51.6","21","9.9","22","10.3","57","26.8","11","5.2","102","47.9","60","28.2","3","1.4","61","28.6","21.9%"
"02M177","Yorkville East Middle School","2017-18","233","0","0","0","0","0","0","0","75","76","82","0","0","0","0","116","49.8","117","50.2","20","8.6","28","12.0","59","25.3","11","4.7","115","49.4","61","26.2","4","1.7","80","34.3","32.3%"
"02M183","P.S. 183 Robert L. Stevenson","2013-14","606","0","110","97","97","108","109","85","0","0","0","0","0","0","0","275","45.4","331","54.6","101","16.7","29","4.8","55","9.1","22","3.6","399","65.8","123","20.3","32","5.3","57","9.4","No Data"
"02M183","P.S. 183 Robert L. Stevenson","2014-15","595","0","118","94","93","86","106","98","0","0","0","0","0","0","0","279","46.9","316","53.1","116","19.5","22","3.7","60","10.1","17","2.9","380","63.9","120","20.2","33","5.5","57","9.6","7.0%"
"02M183","P.S. 183 Robert L. Stevenson","2015-16","555","0","117","101","74","92","77","94","0","0","0","0","0","0","0","248","44.7","307","55.3","94","16.9","22","4.0","58","10.5","14","2.5","367","66.1","107","19.3","33","5.9","47","8.5","6.0%"
"02M183","P.S. 183 Robert L. Stevenson","2016-17","567","21","113","101","93","76","90","73","0","0","0","0","0","0","0","274","48.3","293","51.7","96","16.9","19","3.4","49","8.6","19","3.4","384","67.7","107","18.9","40","7.1","38","6.7","4.9%"
"02M183","P.S. 183 Robert L. Stevenson","2017-18","588","40","102","107","96","84","74","85","0","0","0","0","0","0","0","286","48.6","302","51.4","98","16.7","14","2.4","52","8.8","24","4.1","400","68.0","91","15.5","28","4.8","66","11.2","5.9%"
"02M198","P.S. 198 Isador E. Ida Straus","2013-14","495","28","59","85","77","104","56","86","0","0","0","0","0","0","0","229","46.3","266","53.7","65","13.1","71","14.3","187","37.8","4","0.8","168","33.9","98","19.8","31","6.3","285","57.6","No Data"
"02M198","P.S. 198 Isador E. Ida Straus","2014-15","462","27","80","55","77","72","100","51","0","0","0","0","0","0","0","217","47.0","245","53.0","65","14.1","63","13.6","142","30.7","5","1.1","187","40.5","95","20.6","28","6.1","235","50.9","34.2%"
"02M198","P.S. 198 Isador E. Ida Straus","2015-16","498","48","77","72","56","75","69","101","0","0","0","0","0","0","0","235","47.2","263","52.8","80","16.1","52","10.4","133","26.7","7","1.4","226","45.4","100","20.1","34","6.8","214","43.0","29.1%"
"02M198","P.S. 198 Isador E. Ida Straus","2016-17","468","55","71","83","67","55","72","65","0","0","0","0","0","0","0","224","47.9","244","52.1","95","20.3","43","9.2","107","22.9","11","2.4","212","45.3","103","22.0","30","6.4","187","40.0","27.0%"
"02M198","P.S. 198 Isador E. Ida Straus","2017-18","461","51","71","67","87","57","61","67","0","0","0","0","0","0","0","220","47.7","241","52.3","96","20.8","46","10.0","108","23.4","14","3.0","197","42.7","99","21.5","27","5.9","176","38.2","34.8%"
"02M212","P.S. 212 Midtown West","2013-14","343","0","56","55","62","58","56","56","0","0","0","0","0","0","0","175","51.0","168","49.0","37","10.8","29","8.5","74","21.6","30","8.7","173","50.4","58","16.9","9","2.6","81","23.6","No Data"
"02M212","P.S. 212 Midtown West","2014-15","361","18","56","56","57","60","58","56","0","0","0","0","0","0","0","190","52.6","171","47.4","28","7.8","25","6.9","79","21.9","48","13.3","181","50.1","49","13.6","9","2.5","70","19.4","17.8%"
"02M212","P.S. 212 Midtown West","2015-16","378","36","56","57","59","56","59","55","0","0","0","0","0","0","0","202","53.4","176","46.6","39","10.3","22","5.8","86","22.8","50","13.2","181","47.9","52","13.8","9","2.4","81","21.4","18.7%"
"02M212","P.S. 212 Midtown West","2016-17","375","36","55","56","56","57","57","58","0","0","0","0","0","0","0","202","53.9","173","46.1","46","12.3","21","5.6","90","24.0","37","9.9","181","48.3","55","14.7","10","2.7","80","21.3","20.0%"
"02M212","P.S. 212 Midtown West","2017-18","366","36","53","57","54","56","53","57","0","0","0","0","0","0","0","185","50.5","181","49.5","51","13.9","23","6.3","89","24.3","32","8.7","171","46.7","41","11.2","13","3.6","82","22.4","25.5%"
"02M217","P.S./I.S. 217 Roosevelt Island","2013-14","518","36","91","94","71","63","49","30","23","25","36","0","0","0","0","272","52.5","246","47.5","141","27.2","114","22.0","89","17.2","11","2.1","163","31.5","56","10.8","38","7.3","208","40.2","No Data"
"02M217","P.S./I.S. 217 Roosevelt Island","2014-15","536","30","107","98","83","60","57","37","23","19","22","0","0","0","0","267","49.8","269","50.2","149","27.8","99","18.5","85","15.9","19","3.5","184","34.3","70","13.1","41","7.6","189","35.3","23.7%"
"02M217","P.S./I.S. 217 Roosevelt Island","2015-16","587","36","87","99","105","75","64","58","22","24","17","0","0","0","0","283","48.2","304","51.8","171","29.1","92","15.7","84","14.3","27","4.6","213","36.3","77","13.1","43","7.3","212","36.1","22.5%"
"02M217","P.S./I.S. 217 Roosevelt Island","2016-17","613","28","101","89","102","106","66","58","24","21","18","0","0","0","0","306","49.9","307","50.1","180","29.4","81","13.2","93","15.2","26","4.2","233","38.0","76","12.4","68","11.1","206","33.6","22.3%"
"02M217","P.S./I.S. 217 Roosevelt Island","2017-18","616","36","97","80","80","89","101","58","32","22","21","0","0","0","0","314","51.0","302","49.0","185","30.0","70","11.4","92","14.9","32","5.2","237","38.5","71","11.5","101","16.4","208","33.8","27.0%"
"02M225","Ella Baker School","2013-14","319","53","35","36","35","35","27","24","29","20","25","0","0","0","0","171","53.6","148","46.4","16","5.0","78","24.5","140","43.9","15","4.7","70","21.9","65","20.4","9","2.8","136","42.6","No Data"
"02M225","Ella Baker School","2014-15","323","53","37","32","38","26","36","31","23","28","19","0","0","0","0","158","48.9","165","51.1","12","3.7","68","21.1","135","41.8","18","5.6","90","27.9","69","21.4","12","3.7","140","43.3","35.8%"
"02M225","Ella Baker School","2015-16","335","54","36","35","33","37","28","38","24","23","27","0","0","0","0","174","51.9","161","48.1","12","3.6","62","18.5","124","37.0","19","5.7","118","35.2","74","22.1","10","3.0","134","40.0","32.1%"
"02M225","Ella Baker School","2016-17","311","38","38","36","35","30","38","26","26","22","22","0","0","0","0","157","50.5","154","49.5","18","5.8","52","16.7","117","37.6","22","7.1","102","32.8","70","22.5","9","2.9","113","36.3","32.6%"
"02M225","Ella Baker School","2017-18","320","40","45","31","36","38","32","39","13","25","21","0","0","0","0","159","49.7","161","50.3","18","5.6","53","16.6","103","32.2","27","8.4","119","37.2","68","21.3","3","0.9","107","33.4","34.1%"
"02M234","P.S. 234 Independence School","2013-14","785","0","123","136","119","125","120","162","0","0","0","0","0","0","0","394","50.2","391","49.8","100","12.7","18","2.3","65","8.3","60","7.6","542","69.0","146","18.6","10","1.3","45","5.7","No Data"
"02M234","P.S. 234 Independence School","2014-15","729","0","143","125","122","107","120","112","0","0","0","0","0","0","0","362","49.7","367","50.3","84","11.5","7","1.0","55","7.5","71","9.7","512","70.2","126","17.3","12","1.6","35","4.8","6.6%"
"02M234","P.S. 234 Independence School","2015-16","704","0","130","133","114","120","100","107","0","0","0","0","0","0","0","350","49.7","354","50.3","75","10.7","9","1.3","59","8.4","70","9.9","491","69.7","131","18.6","9","1.3","23","3.3","5.5%"
"02M234","P.S. 234 Independence School","2016-17","683","0","119","130","118","111","112","93","0","0","0","0","0","0","0","331","48.5","352","51.5","72","10.5","11","1.6","55","8.1","69","10.1","476","69.7","128","18.7","16","2.3","33","4.8","5.8%"
"02M234","P.S. 234 Independence School","2017-18","642","0","107","101","121","107","99","107","0","0","0","0","0","0","0","318","49.5","324","50.5","61","9.5","9","1.4","49","7.6","60","9.3","463","72.1","99","15.4","10","1.6","63","9.8","8.7%"
"02M255","M.S. 255 Salk School of Science","2013-14","378","0","0","0","0","0","0","0","129","123","126","0","0","0","0","215","56.9","163","43.1","79","20.9","18","4.8","38","10.1","10","2.6","233","61.6","52","13.8","0","0.0","61","16.1","No Data"
"02M255","M.S. 255 Salk School of Science","2014-15","365","0","0","0","0","0","0","0","130","120","115","0","0","0","0","220","60.3","145","39.7","78","21.4","14","3.8","31","8.5","10","2.7","232","63.6","48","13.2","0","0.0","41","11.2","13.2%"
"02M255","M.S. 255 Salk School of Science","2015-16","374","0","0","0","0","0","0","0","129","121","124","0","0","0","0","229","61.2","145","38.8","70","18.7","12","3.2","35","9.4","23","6.1","234","62.6","52","13.9","0","0.0","42","11.2","12.1%"
